print Adj
 (131,129)      1
 (128,130)      1
 (129,130)      1
 (131,130)      1
 (132,130)      1
 (129,131)      1
 (130,131)      1
 (132,131)      1
 (133,131)      1
 (130,132)      1
 (131,132)      1
 (133,132)      1
 (134,132)      1
 (131,133)      1
 (132,133)      1
 (134,133)      1
 (135,133)      1
 (101,134)      1
 (132,134)      1
 (133,134)      1
 (135,134)      1
 (136,134)      1
 (133,135)      1
 (134,135)      1
 (136,135)      1
 (137,135)      1
 (134,136)      1
 (135,136)      1
 (137,136)      1
 (138,136)      1
 (135,137)      1
 (136,137)      1
 (138,137)      1
 (139,137)      1
 (136,138)      1
 (137,138)      1
 (139,138)      1
 (140,138)      1
 (137,139)      1
 (138,139)      1
 (140,139)      1
 (141,139)      1
 (138,140)      1
 (139,140)      1
 (141,140)      1
 (142,140)      1
  (47,141)      1
 (126,141)      1
 (139,141)      1
 (140,141)      1
 (142,141)      1
 (143,141)      1
 (140,142)      1
 (143,142)      1
 (144,142)      1
 (141,143)      1
 (142,143)      1
 (144,143)      1
 (145,143)      1
 (142,144)      1
 (143,144)      1
 (145,144)      1
 (146,144)      1
 (143,145)      1
 (144,145)      1
 (146,145)      1
 (147,145)      1
 (144,146)      1
 (145,146)      1
 (147,146)      1
 (148,146)      1
 (145,147)      1
 (146,147)      1
 (148,147)      1
 (149,147)      1
 (146,148)      1
 (147,148)      1
 (149,148)      1
 (150,148)      1
 (147,149)      1
 (148,149)      1
 (150,149)      1
 (151,149)      1
 (148,150)      1
 (149,150)      1
 (151,150)      1
 (152,150)      1
 (149,151)      1
 (150,151)      1
 (152,151)      1
 (153,151)      1
 (150,152)      1
 (151,152)      1
 (151,153)      1
 (152,153)      1
 (154,153)      1
 (155,153)      1
 (152,154)      1
 (153,154)      1
 (155,154)      1
 (156,154)      1
 (179,154)      1
 (153,155)      1
 (154,155)      1
 (156,155)      1
 (157,155)      1
 (154,156)      1
 (155,156)      1
 (157,156)      1
 (158,156)      1
 (155,157)      1
 (156,157)      1
 (158,157)      1
 (159,157)      1
 (156,158)      1
 (157,158)      1
 (159,158)      1
 (160,158)      1
 (157,159)      1
 (158,159)      1
 (160,159)      1
 (161,159)      1
 (159,160)      1
 (161,160)      1
 (162,160)      1
 (159,161)      1
 (160,161)      1
 (162,161)      1
 (163,161)      1
 (160,162)      1
 (161,162)      1
 (163,162)      1
 (164,162)      1
 (161,163)      1
 (162,163)      1
 (164,163)      1
 (131,164)      1
 (162,164)      1
 (163,164)      1
 (165,164)      1
 (166,164)      1
 (163,165)      1
 (164,165)      1
 (166,165)      1
 (167,165)      1
 (165,166)      1
 (167,166)      1
 (168,166)      1
 (165,167)      1
 (166,167)      1
 (168,167)      1
 (169,167)      1
 (101,168)      1
 (166,168)      1
 (167,168)      1
 (169,168)      1
 (170,168)      1
 (167,169)      1
 (168,169)      1
 (170,169)      1
 (171,169)      1
 (168,170)      1
 (169,170)      1
 (171,170)      1
 (172,170)      1
 (169,171)      1
 (170,171)      1
 (172,171)      1
 (173,171)      1
 (170,172)      1
 (171,172)      1
 (173,172)      1
 (174,172)      1
 (171,173)      1
 (172,173)      1
 (174,173)      1
 (175,173)      1
 (172,174)      1
 (173,174)      1
 (175,174)      1
 (176,174)      1
 (173,175)      1
 (174,175)      1
 (176,175)      1
 (177,175)      1
 (174,176)      1
 (175,176)      1
 (177,176)      1
 (178,176)      1
 (175,177)      1
 (176,177)      1
 (178,177)      1
 (179,177)      1
 (176,178)      1
 (177,178)      1
 (180,178)      1
 (177,179)      1
 (178,179)      1
 (180,179)      1
 (181,179)      1
 (178,180)      1
 (179,180)      1
 (181,180)      1
 (182,180)      1
 (179,181)      1
 (180,181)      1
 (182,181)      1
 (183,181)      1
 (180,182)      1
 (181,182)      1
 (183,182)      1
 (184,182)      1
 (181,183)      1
 (182,183)      1
 (184,183)      1
 (185,183)      1
 (182,184)      1
 (183,184)      1
 (185,184)      1
 (186,184)      1
 (183,185)      1
 (184,185)      1
 (186,185)      1
 (187,185)      1
 (185,186)      1
 (187,186)      1
 (188,186)      1
 (185,187)      1
 (186,187)      1
 (188,187)      1
 (189,187)      1
 (187,188)      1
 (189,188)      1
 (190,188)      1
  (82,189)      1
 (187,189)      1
 (188,189)      1
 (190,189)      1
 (191,189)      1
 (140,190)      1
 (188,190)      1
 (189,190)      1
 (192,190)      1
 (189,191)      1
 (190,191)      1
 (192,191)      1
 (193,191)      1
 (191,192)      1
 (193,192)      1
 (194,192)      1
 (191,193)      1
 (192,193)      1
 (194,193)      1
 (195,193)      1
 (192,194)      1
 (193,194)      1
 (195,194)      1
 (196,194)      1
 (164,195)      1
 (193,195)      1
 (194,195)      1
 (196,195)      1
 (197,195)      1
 (194,196)      1
 (195,196)      1
 (197,196)      1
 (198,196)      1
 (195,197)      1
 (196,197)      1
 (198,197)      1
 (199,197)      1
 (196,198)      1
 (197,198)      1
 (199,198)      1
 (200,198)      1
   (1,199)      1
 (158,199)      1
 (197,199)      1
 (198,199)      1
 (200,199)      1
   (1,200)      1
   (2,200)      1
 (198,200)      1
 (199,200)      1

x co-ordinates
   10.0000
    9.9951
    9.9803
    9.9556
    9.9211
    9.8769
    9.8229
    9.7592
    9.6858
    9.6029
    9.5106
    9.4088
    9.2978
    9.1775
    9.0483
    8.9101
    8.7631
    8.6074
    8.4433
    8.2708
    8.0902
    7.9016
    7.7051
    7.5011
    7.2897
    7.0711
    6.8455
    6.6131
    6.3742
    6.1291
    5.8779
    5.6208
    5.3583
    5.0904
    4.8175
    4.5399
    4.2578
    3.9715
    3.6812
    3.3874
    3.0902
    2.7899
    2.4869
    2.1814
    1.8738
    1.5643
    1.2533
    0.9411
    0.6279
    0.3141
    0.0000
   -0.3141
   -0.6279
   -0.9411
   -1.2533
   -1.5643
   -1.8738
   -2.1814
   -2.4869
   -2.7899
   -3.0902
   -3.3874
   -3.6812
   -3.9715
   -4.2578
   -4.5399
   -4.8175
   -5.0904
   -5.3583
   -5.6208
   -5.8779
   -6.1291
   -6.3742
   -6.6131
   -6.8455
   -7.0711
   -7.2897
   -7.5011
   -7.7051
   -7.9016
   -8.0902
   -8.2708
   -8.4433
   -8.6074
   -8.7631
   -8.9101
   -9.0483
   -9.1775
   -9.2978
   -9.4088
   -9.5106
   -9.6029
   -9.6858
   -9.7592
   -9.8229
   -9.8769
   -9.9211
   -9.9556
   -9.9803
   -9.9951
  -10.0000
   -9.9951
   -9.9803
   -9.9556
   -9.9211
   -9.8769
   -9.8229
   -9.7592
   -9.6858
   -9.6029
   -9.5106
   -9.4088
   -9.2978
   -9.1775
   -9.0483
   -8.9101
   -8.7631
   -8.6074
   -8.4433
   -8.2708
   -8.0902
   -7.9016
   -7.7051
   -7.5011
   -7.2897
   -7.0711
   -6.8455
   -6.6131
   -6.3742
   -6.1291
   -5.8779
   -5.6208
   -5.3583
   -5.0904
   -4.8175
   -4.5399
   -4.2578
   -3.9715
   -3.6812
   -3.3874
   -3.0902
   -2.7899
   -2.4869
   -2.1814
   -1.8738
   -1.5643
   -1.2533
   -0.9411
   -0.6279
   -0.3141
   -0.0000
    0.3141
    0.6279
    0.9411
    1.2533
    1.5643
    1.8738
    2.1814
    2.4869
    2.7899
    3.0902
    3.3874
    3.6812
    3.9715
    4.2578
    4.5399
    4.8175
    5.0904
    5.3583
    5.6208
    5.8779
    6.1291
    6.3742
    6.6131
    6.8455
    7.0711
    7.2897
    7.5011
    7.7051
    7.9016
    8.0902
    8.2708
    8.4433
    8.6074
    8.7631
    8.9101
    9.0483
    9.1775
    9.2978
    9.4088
    9.5106
    9.6029
    9.6858
    9.7592
    9.8229
    9.8769
    9.9211
    9.9556
    9.9803
    9.9951

y-co-ordinates
         0
    0.3141
    0.6279
    0.9411
    1.2533
    1.5643
    1.8738
    2.1814
    2.4869
    2.7899
    3.0902
    3.3874
    3.6812
    3.9715
    4.2578
    4.5399
    4.8175
    5.0904
    5.3583
    5.6208
    5.8779
    6.1291
    6.3742
    6.6131
    6.8455
    7.0711
    7.2897
    7.5011
    7.7051
    7.9016
    8.0902
    8.2708
    8.4433
    8.6074
    8.7631
    8.9101
    9.0483
    9.1775
    9.2978
    9.4088
    9.5106
    9.6029
    9.6858
    9.7592
    9.8229
    9.8769
    9.9211
    9.9556
    9.9803
    9.9951
   10.0000
    9.9951
    9.9803
    9.9556
    9.9211
    9.8769
    9.8229
    9.7592
    9.6858
    9.6029
    9.5106
    9.4088
    9.2978
    9.1775
    9.0483
    8.9101
    8.7631
    8.6074
    8.4433
    8.2708
    8.0902
    7.9016
    7.7051
    7.5011
    7.2897
    7.0711
    6.8455
    6.6131
    6.3742
    6.1291
    5.8779
    5.6208
    5.3583
    5.0904
    4.8175
    4.5399
    4.2578
    3.9715
    3.6812
    3.3874
    3.0902
    2.7899
    2.4869
    2.1814
    1.8738
    1.5643
    1.2533
    0.9411
    0.6279
    0.3141
    0.0000
   -0.3141
   -0.6279
   -0.9411
   -1.2533
   -1.5643
   -1.8738
   -2.1814
   -2.4869
   -2.7899
   -3.0902
   -3.3874
   -3.6812
   -3.9715
   -4.2578
   -4.5399
   -4.8175
   -5.0904
   -5.3583
   -5.6208
   -5.8779
   -6.1291
   -6.3742
   -6.6131
   -6.8455
   -7.0711
   -7.2897
   -7.5011
   -7.7051
   -7.9016
   -8.0902
   -8.2708
   -8.4433
   -8.6074
   -8.7631
   -8.9101
   -9.0483
   -9.1775
   -9.2978
   -9.4088
   -9.5106
   -9.6029
   -9.6858
   -9.7592
   -9.8229
   -9.8769
   -9.9211
   -9.9556
   -9.9803
   -9.9951
  -10.0000
   -9.9951
   -9.9803
   -9.9556
   -9.9211
   -9.8769
   -9.8229
   -9.7592
   -9.6858
   -9.6029
   -9.5106
   -9.4088
   -9.2978
   -9.1775
   -9.0483
   -8.9101
   -8.7631
   -8.6074
   -8.4433
   -8.2708
   -8.0902
   -7.9016
   -7.7051
   -7.5011
   -7.2897
   -7.0711
   -6.8455
   -6.6131
   -6.3742
   -6.1291
   -5.8779
   -5.6208
   -5.3583
   -5.0904
   -4.8175
   -4.5399
   -4.2578
   -3.9715
   -3.6812
   -3.3874
   -3.0902
   -2.7899
   -2.4869
   -2.1814
   -1.8738
   -1.5643
   -1.2533
   -0.9411
   -0.6279
   -0.3141

end
